"","X","acne","treatment","color"
"8846",8846,0,"placebo","black"
"7135",7135,1,"jellybean","mauve"
"7074",7074,0,"placebo","mauve"
"66",66,0,"placebo","purple"
"6386",6386,0,"placebo","cyan"
"1950",1950,0,"placebo","blue"
"3969",3969,1,"jellybean","turquoise"
"3159",3159,0,"jellybean","green"
"2217",2217,0,"jellybean","teal"
"3687",3687,1,"jellybean","turquoise"
"2810",2810,1,"placebo","salmon"
"7159",7159,1,"jellybean","mauve"
"451",451,0,"jellybean","purple"
"3522",3522,0,"placebo","turquoise"
"1940",1940,0,"placebo","blue"
"9559",9559,1,"jellybean","orange"
"7225",7225,0,"jellybean","mauve"
"508",508,0,"placebo","brown"
"8471",8471,0,"jellybean","red"
"1623",1623,0,"jellybean","blue"
"8368",8368,0,"placebo","red"
"4699",4699,0,"jellybean","yellow"
"7187",7187,0,"jellybean","mauve"
"6771",6771,1,"jellybean","lilac"
"9829",9829,0,"jellybean","orange"
"1499",1499,0,"jellybean","pink"
"1423",1423,0,"jellybean","pink"
"5973",5973,0,"jellybean","tan"
"387",387,0,"jellybean","purple"
"275",275,0,"jellybean","purple"
"7341",7341,0,"jellybean","mauve"
"359",359,0,"jellybean","purple"
"9130",9130,0,"placebo","peach"
"8068",8068,0,"placebo","red"
"4648",4648,0,"placebo","yellow"
"276",276,0,"placebo","purple"
"1853",1853,0,"jellybean","blue"
"7864",7864,1,"placebo","beige"
"3487",3487,1,"jellybean","green"
"3813",3813,0,"jellybean","turquoise"
"1130",1130,0,"placebo","pink"
"3153",3153,0,"jellybean","green"
"6588",6588,0,"placebo","lilac"
"4934",4934,1,"placebo","yellow"
"3345",3345,0,"jellybean","green"
"9569",9569,0,"jellybean","orange"
"2194",2194,1,"placebo","teal"
"6809",6809,0,"jellybean","lilac"
"8026",8026,0,"placebo","red"
"8389",8389,0,"jellybean","red"
"6180",6180,1,"placebo","cyan"
"6447",6447,0,"jellybean","cyan"
"7445",7445,0,"jellybean","mauve"
"1801",1801,0,"jellybean","blue"
"5172",5172,0,"placebo","grey"
"3955",3955,0,"jellybean","turquoise"
"5807",5807,0,"jellybean","tan"
"2013",2013,0,"jellybean","teal"
"3196",3196,0,"placebo","green"
"2087",2087,0,"jellybean","teal"
"4583",4583,0,"jellybean","yellow"
"2378",2378,0,"placebo","teal"
"3655",3655,1,"jellybean","turquoise"
"9823",9823,0,"jellybean","orange"
"1593",1593,0,"jellybean","blue"
"9127",9127,0,"jellybean","peach"
"6308",6308,0,"placebo","cyan"
"6416",6416,0,"placebo","cyan"
"934",934,0,"placebo","brown"
"3226",3226,0,"placebo","green"
"3341",3341,0,"jellybean","green"
"2049",2049,0,"jellybean","teal"
"666",666,0,"placebo","brown"
"8342",8342,0,"placebo","red"
"1460",1460,0,"placebo","pink"
"6747",6747,0,"jellybean","lilac"
"9360",9360,0,"placebo","peach"
"1848",1848,0,"placebo","blue"
"8475",8475,0,"jellybean","red"
"8517",8517,0,"jellybean","black"
"9011",9011,1,"jellybean","peach"
"9748",9748,0,"placebo","orange"
"3922",3922,0,"placebo","turquoise"
"7844",7844,0,"placebo","beige"
"8740",8740,1,"placebo","black"
"7767",7767,0,"jellybean","beige"
"2684",2684,1,"placebo","salmon"
"1450",1450,0,"placebo","pink"
"5937",5937,0,"jellybean","tan"
"9784",9784,0,"placebo","orange"
"212",212,0,"placebo","purple"
"7089",7089,0,"jellybean","mauve"
"6211",6211,0,"jellybean","cyan"
"9866",9866,0,"placebo","orange"
"471",471,0,"jellybean","purple"
"324",324,0,"placebo","purple"
"6753",6753,0,"jellybean","lilac"
"816",816,0,"placebo","brown"
"2159",2159,0,"jellybean","teal"
"4989",4989,0,"jellybean","yellow"
"3629",3629,0,"jellybean","turquoise"
"5787",5787,0,"jellybean","tan"
"5112",5112,0,"placebo","grey"
"4260",4260,0,"placebo","magenta"
"8362",8362,0,"placebo","red"
"484",484,0,"placebo","purple"
"2852",2852,0,"placebo","salmon"
"4845",4845,0,"jellybean","yellow"
"8721",8721,0,"jellybean","black"
"785",785,1,"jellybean","brown"
"4143",4143,0,"jellybean","magenta"
"533",533,0,"jellybean","brown"
"1819",1819,0,"jellybean","blue"
"4730",4730,1,"placebo","yellow"
"6179",6179,0,"jellybean","cyan"
"6283",6283,0,"jellybean","cyan"
"1718",1718,0,"placebo","blue"
"1741",1741,0,"jellybean","blue"
"4787",4787,0,"jellybean","yellow"
"39",39,0,"jellybean","purple"
"1594",1594,0,"placebo","blue"
"5528",5528,0,"placebo","tan"
"2206",2206,0,"placebo","teal"
"3385",3385,0,"jellybean","green"
"1359",1359,0,"jellybean","pink"
"217",217,0,"jellybean","purple"
"790",790,1,"placebo","brown"
"7238",7238,0,"placebo","mauve"
"7383",7383,0,"jellybean","mauve"
"9326",9326,0,"placebo","peach"
"3595",3595,0,"jellybean","turquoise"
"1812",1812,0,"placebo","blue"
"7574",7574,0,"placebo","beige"
"8972",8972,0,"placebo","black"
"3953",3953,0,"jellybean","turquoise"
"3980",3980,0,"placebo","turquoise"
"8354",8354,0,"placebo","red"
"6764",6764,0,"placebo","lilac"
"9910",9910,1,"placebo","orange"
"5293",5293,0,"jellybean","grey"
"6507",6507,1,"jellybean","lilac"
"61",61,0,"jellybean","purple"
"4227",4227,0,"jellybean","magenta"
"787",787,0,"jellybean","brown"
"5736",5736,1,"placebo","tan"
"7585",7585,1,"jellybean","beige"
"3912",3912,0,"placebo","turquoise"
"8623",8623,0,"jellybean","black"
"3419",3419,1,"jellybean","green"
"5358",5358,0,"placebo","grey"
"1336",1336,0,"placebo","pink"
"867",867,0,"jellybean","brown"
"1802",1802,1,"placebo","blue"
"3001",3001,0,"jellybean","green"
"6449",6449,0,"jellybean","cyan"
"866",866,0,"placebo","brown"
"6791",6791,0,"jellybean","lilac"
"7735",7735,0,"jellybean","beige"
"8341",8341,0,"jellybean","red"
"9329",9329,0,"jellybean","peach"
"7854",7854,0,"placebo","beige"
"48",48,0,"placebo","purple"
"5577",5577,1,"jellybean","tan"
"3636",3636,0,"placebo","turquoise"
"7920",7920,0,"placebo","beige"
"331",331,0,"jellybean","purple"
"3999",3999,0,"jellybean","turquoise"
"472",472,1,"placebo","purple"
"9678",9678,0,"placebo","orange"
"2208",2208,0,"placebo","teal"
"8415",8415,1,"jellybean","red"
"8502",8502,0,"placebo","black"
"8294",8294,0,"placebo","red"
"2369",2369,0,"jellybean","teal"
"6958",6958,0,"placebo","lilac"
"1647",1647,0,"jellybean","blue"
"578",578,0,"placebo","brown"
"2720",2720,0,"placebo","salmon"
"1073",1073,1,"jellybean","pink"
"1301",1301,0,"jellybean","pink"
"1009",1009,0,"jellybean","pink"
"5008",5008,0,"placebo","grey"
"4605",4605,0,"jellybean","yellow"
"6149",6149,0,"jellybean","cyan"
"2658",2658,0,"placebo","salmon"
"3745",3745,0,"jellybean","turquoise"
"4667",4667,0,"jellybean","yellow"
"1561",1561,0,"jellybean","blue"
"2064",2064,1,"placebo","teal"
"9247",9247,1,"jellybean","peach"
"9112",9112,0,"placebo","peach"
"9825",9825,1,"jellybean","orange"
"2095",2095,0,"jellybean","teal"
"6294",6294,0,"placebo","cyan"
"4529",4529,0,"jellybean","yellow"
"296",296,1,"placebo","purple"
"207",207,0,"jellybean","purple"
"4196",4196,0,"placebo","magenta"
"5427",5427,0,"jellybean","grey"
"3026",3026,1,"placebo","green"
"6655",6655,0,"jellybean","lilac"
"4455",4455,0,"jellybean","magenta"
"5153",5153,0,"jellybean","grey"
"8495",8495,0,"jellybean","red"
"7497",7497,0,"jellybean","mauve"
"95",95,0,"jellybean","purple"
"3565",3565,0,"jellybean","turquoise"
"7061",7061,1,"jellybean","mauve"
"5281",5281,0,"jellybean","grey"
"9954",9954,0,"placebo","orange"
"637",637,1,"jellybean","brown"
"2343",2343,1,"jellybean","teal"
"8223",8223,0,"jellybean","red"
"1067",1067,0,"jellybean","pink"
"1128",1128,0,"placebo","pink"
"2581",2581,0,"jellybean","salmon"
"6467",6467,0,"jellybean","cyan"
"9308",9308,0,"placebo","peach"
"9134",9134,0,"placebo","peach"
"698",698,0,"placebo","brown"
"8390",8390,0,"placebo","red"
"7592",7592,0,"placebo","beige"
"7615",7615,0,"jellybean","beige"
"3699",3699,0,"jellybean","turquoise"
"4313",4313,0,"jellybean","magenta"
"237",237,0,"jellybean","purple"
"1632",1632,0,"placebo","blue"
"6203",6203,0,"jellybean","cyan"
"9556",9556,1,"placebo","orange"
"6582",6582,0,"placebo","lilac"
"1345",1345,0,"jellybean","pink"
"598",598,0,"placebo","brown"
"323",323,0,"jellybean","purple"
"5002",5002,1,"placebo","grey"
"1082",1082,0,"placebo","pink"
"8865",8865,0,"jellybean","black"
"7448",7448,0,"placebo","mauve"
"8886",8886,1,"placebo","black"
"5811",5811,0,"jellybean","tan"
"6430",6430,0,"placebo","cyan"
"1973",1973,0,"jellybean","blue"
"81",81,0,"jellybean","purple"
"3724",3724,1,"placebo","turquoise"
"7646",7646,0,"placebo","beige"
"1176",1176,0,"placebo","pink"
"1126",1126,0,"placebo","pink"
"9337",9337,0,"jellybean","peach"
"236",236,0,"placebo","purple"
"3798",3798,1,"placebo","turquoise"
"9070",9070,0,"placebo","peach"
"4069",4069,0,"jellybean","magenta"
"9084",9084,1,"placebo","peach"
"6398",6398,1,"placebo","cyan"
"4770",4770,0,"placebo","yellow"
"339",339,0,"jellybean","purple"
"3530",3530,1,"placebo","turquoise"
"5309",5309,0,"jellybean","grey"
"9737",9737,0,"jellybean","orange"
"3403",3403,0,"jellybean","green"
"3689",3689,1,"jellybean","turquoise"
"3932",3932,1,"placebo","turquoise"
"2918",2918,0,"placebo","salmon"
"7248",7248,0,"placebo","mauve"
"1180",1180,0,"placebo","pink"
"5088",5088,0,"placebo","grey"
"615",615,0,"jellybean","brown"
"4442",4442,0,"placebo","magenta"
"8552",8552,1,"placebo","black"
"3528",3528,0,"placebo","turquoise"
"2625",2625,0,"jellybean","salmon"
"2078",2078,0,"placebo","teal"
"3395",3395,0,"jellybean","green"
"2147",2147,0,"jellybean","teal"
"7500",7500,1,"placebo","mauve"
"8419",8419,0,"jellybean","red"
"2863",2863,0,"jellybean","salmon"
"7482",7482,0,"placebo","mauve"
"6560",6560,0,"placebo","lilac"
"6681",6681,0,"jellybean","lilac"
"9911",9911,0,"jellybean","orange"
"4098",4098,1,"placebo","magenta"
"1354",1354,0,"placebo","pink"
"6250",6250,0,"placebo","cyan"
"4991",4991,0,"jellybean","yellow"
"5531",5531,0,"jellybean","tan"
"6800",6800,1,"placebo","lilac"
"7634",7634,1,"placebo","beige"
"7385",7385,0,"jellybean","mauve"
"2885",2885,0,"jellybean","salmon"
"7161",7161,0,"jellybean","mauve"
"1589",1589,0,"jellybean","blue"
"5619",5619,0,"jellybean","tan"
"7945",7945,0,"jellybean","beige"
"7883",7883,1,"jellybean","beige"
"9473",9473,0,"jellybean","peach"
"9893",9893,0,"jellybean","orange"
"1689",1689,0,"jellybean","blue"
"496",496,1,"placebo","purple"
"8217",8217,0,"jellybean","red"
"9033",9033,0,"jellybean","peach"
"5092",5092,0,"placebo","grey"
"1841",1841,0,"jellybean","blue"
"2387",2387,0,"jellybean","teal"
"1158",1158,1,"placebo","pink"
"9079",9079,0,"jellybean","peach"
"889",889,0,"jellybean","brown"
"2021",2021,1,"jellybean","teal"
"4154",4154,1,"placebo","magenta"
"7122",7122,0,"placebo","mauve"
"6623",6623,0,"jellybean","lilac"
"5613",5613,0,"jellybean","tan"
"6393",6393,1,"jellybean","cyan"
"9398",9398,0,"placebo","peach"
"3668",3668,0,"placebo","turquoise"
"4382",4382,0,"placebo","magenta"
"3137",3137,0,"jellybean","green"
"5072",5072,0,"placebo","grey"
"1408",1408,1,"placebo","pink"
"2346",2346,0,"placebo","teal"
"7797",7797,1,"jellybean","beige"
"6872",6872,1,"placebo","lilac"
"1879",1879,1,"jellybean","blue"
"754",754,0,"placebo","brown"
"4416",4416,1,"placebo","magenta"
"8007",8007,0,"jellybean","red"
"3825",3825,1,"jellybean","turquoise"
"812",812,0,"placebo","brown"
"9446",9446,0,"placebo","peach"
"696",696,0,"placebo","brown"
"3934",3934,0,"placebo","turquoise"
"9440",9440,0,"placebo","peach"
"8889",8889,0,"jellybean","black"
"3760",3760,0,"placebo","turquoise"
"5812",5812,0,"placebo","tan"
"3791",3791,0,"jellybean","turquoise"
"5405",5405,0,"jellybean","grey"
"8424",8424,0,"placebo","red"
"4924",4924,0,"placebo","yellow"
"4240",4240,0,"placebo","magenta"
"2507",2507,0,"jellybean","salmon"
"9628",9628,0,"placebo","orange"
"9961",9961,0,"jellybean","orange"
"2597",2597,0,"jellybean","salmon"
"3827",3827,0,"jellybean","turquoise"
"389",389,0,"jellybean","purple"
"3623",3623,0,"jellybean","turquoise"
"3989",3989,0,"jellybean","turquoise"
"4427",4427,1,"jellybean","magenta"
"2721",2721,1,"jellybean","salmon"
"6146",6146,0,"placebo","cyan"
"6685",6685,0,"jellybean","lilac"
"5173",5173,0,"jellybean","grey"
"3871",3871,0,"jellybean","turquoise"
"7377",7377,0,"jellybean","mauve"
"2264",2264,0,"placebo","teal"
"6923",6923,1,"jellybean","lilac"
"1330",1330,0,"placebo","pink"
"2894",2894,0,"placebo","salmon"
"8418",8418,0,"placebo","red"
"9976",9976,1,"placebo","orange"
"3817",3817,0,"jellybean","turquoise"
"2875",2875,0,"jellybean","salmon"
"5279",5279,0,"jellybean","grey"
"2831",2831,0,"jellybean","salmon"
"5909",5909,0,"jellybean","tan"
"4689",4689,0,"jellybean","yellow"
"1584",1584,0,"placebo","blue"
"6025",6025,0,"jellybean","cyan"
"9487",9487,0,"jellybean","peach"
"2377",2377,1,"jellybean","teal"
"800",800,0,"placebo","brown"
"46",46,0,"placebo","purple"
"7481",7481,0,"jellybean","mauve"
"1869",1869,0,"jellybean","blue"
"2647",2647,1,"jellybean","salmon"
"1759",1759,0,"jellybean","blue"
"6014",6014,0,"placebo","cyan"
"175",175,0,"jellybean","purple"
"5854",5854,0,"placebo","tan"
"682",682,0,"placebo","brown"
"2925",2925,0,"jellybean","salmon"
"3885",3885,1,"jellybean","turquoise"
"7666",7666,0,"placebo","beige"
"3767",3767,0,"jellybean","turquoise"
"1978",1978,0,"placebo","blue"
"2990",2990,0,"placebo","salmon"
"9237",9237,1,"jellybean","peach"
"5682",5682,0,"placebo","tan"
"4331",4331,0,"jellybean","magenta"
"8403",8403,0,"jellybean","red"
"4176",4176,0,"placebo","magenta"
"3300",3300,1,"placebo","green"
"3557",3557,0,"jellybean","turquoise"
"8848",8848,0,"placebo","black"
"6037",6037,0,"jellybean","cyan"
"4668",4668,1,"placebo","yellow"
"4554",4554,0,"placebo","yellow"
"6144",6144,0,"placebo","cyan"
"1753",1753,0,"jellybean","blue"
"1099",1099,0,"jellybean","pink"
"1674",1674,0,"placebo","blue"
"5328",5328,0,"placebo","grey"
"3690",3690,0,"placebo","turquoise"
"8172",8172,0,"placebo","red"
"6903",6903,1,"jellybean","lilac"
"1892",1892,1,"placebo","blue"
"4627",4627,0,"jellybean","yellow"
"3784",3784,0,"placebo","turquoise"
"547",547,0,"jellybean","brown"
"939",939,1,"jellybean","brown"
"5864",5864,0,"placebo","tan"
"1063",1063,0,"jellybean","pink"
"7959",7959,0,"jellybean","beige"
"6380",6380,0,"placebo","cyan"
"4893",4893,0,"jellybean","yellow"
"1690",1690,1,"placebo","blue"
"185",185,0,"jellybean","purple"
"4317",4317,0,"jellybean","magenta"
"7285",7285,0,"jellybean","mauve"
"948",948,0,"placebo","brown"
"7963",7963,0,"jellybean","beige"
"3236",3236,0,"placebo","green"
"3736",3736,1,"placebo","turquoise"
"7034",7034,0,"placebo","mauve"
"1377",1377,0,"jellybean","pink"
"6429",6429,1,"jellybean","cyan"
"2069",2069,1,"jellybean","teal"
"1348",1348,0,"placebo","pink"
"1999",1999,0,"jellybean","blue"
"1631",1631,0,"jellybean","blue"
"5408",5408,0,"placebo","grey"
"2544",2544,0,"placebo","salmon"
"4102",4102,0,"placebo","magenta"
"5186",5186,1,"placebo","grey"
"4477",4477,0,"jellybean","magenta"
"9485",9485,0,"jellybean","peach"
"9376",9376,0,"placebo","peach"
"38",38,0,"placebo","purple"
"3495",3495,0,"jellybean","green"
"1305",1305,0,"jellybean","pink"
"9629",9629,0,"jellybean","orange"
"3924",3924,0,"placebo","turquoise"
"2960",2960,0,"placebo","salmon"
"2714",2714,0,"placebo","salmon"
"9160",9160,0,"placebo","peach"
"3880",3880,1,"placebo","turquoise"
"406",406,0,"placebo","purple"
"9144",9144,0,"placebo","peach"
"9993",9993,1,"jellybean","orange"
"2662",2662,0,"placebo","salmon"
"5115",5115,0,"jellybean","grey"
"5240",5240,0,"placebo","grey"
"4604",4604,0,"placebo","yellow"
"9918",9918,0,"placebo","orange"
"3445",3445,0,"jellybean","green"
"268",268,0,"placebo","purple"
"3993",3993,0,"jellybean","turquoise"
"5167",5167,0,"jellybean","grey"
"4932",4932,0,"placebo","yellow"
"1608",1608,0,"placebo","blue"
"909",909,1,"jellybean","brown"
"3773",3773,1,"jellybean","turquoise"
"2690",2690,1,"placebo","salmon"
"4408",4408,0,"placebo","magenta"
"3473",3473,0,"jellybean","green"
"1888",1888,0,"placebo","blue"
"9180",9180,0,"placebo","peach"
"9882",9882,0,"placebo","orange"
"6093",6093,0,"jellybean","cyan"
"3959",3959,0,"jellybean","turquoise"
"8992",8992,0,"placebo","black"
"7197",7197,0,"jellybean","mauve"
"272",272,0,"placebo","purple"
"4318",4318,0,"placebo","magenta"
"3265",3265,0,"jellybean","green"
"7375",7375,0,"jellybean","mauve"
"676",676,0,"placebo","brown"
"6893",6893,0,"jellybean","lilac"
"8665",8665,0,"jellybean","black"
"5308",5308,0,"placebo","grey"
"5345",5345,0,"jellybean","grey"
"7974",7974,0,"placebo","beige"
"3221",3221,1,"jellybean","green"
"1154",1154,1,"placebo","pink"
"6362",6362,1,"placebo","cyan"
"6525",6525,0,"jellybean","lilac"
"1626",1626,1,"placebo","blue"
"7186",7186,0,"placebo","mauve"
"7947",7947,0,"jellybean","beige"
"3428",3428,0,"placebo","green"
"529",529,1,"jellybean","brown"
"727",727,1,"jellybean","brown"
"4499",4499,0,"jellybean","magenta"
"1997",1997,0,"jellybean","blue"
"5430",5430,0,"placebo","grey"
"2301",2301,0,"jellybean","teal"
"3851",3851,1,"jellybean","turquoise"
"3729",3729,0,"jellybean","turquoise"
"1932",1932,0,"placebo","blue"
"8303",8303,0,"jellybean","red"
"5945",5945,1,"jellybean","tan"
"3184",3184,0,"placebo","green"
"6882",6882,0,"placebo","lilac"
"9108",9108,0,"placebo","peach"
"8414",8414,0,"placebo","red"
"2920",2920,0,"placebo","salmon"
"5719",5719,0,"jellybean","tan"
"7858",7858,0,"placebo","beige"
"3301",3301,0,"jellybean","green"
"4663",4663,0,"jellybean","yellow"
"7825",7825,1,"jellybean","beige"
"8922",8922,0,"placebo","black"
"3920",3920,1,"placebo","turquoise"
"4705",4705,0,"jellybean","yellow"
"7657",7657,0,"jellybean","beige"
"7715",7715,0,"jellybean","beige"
"6187",6187,0,"jellybean","cyan"
"8863",8863,0,"jellybean","black"
"9505",9505,0,"jellybean","orange"
"5762",5762,0,"placebo","tan"
"5262",5262,0,"placebo","grey"
"1957",1957,0,"jellybean","blue"
"2211",2211,0,"jellybean","teal"
"5616",5616,1,"placebo","tan"
"3132",3132,0,"placebo","green"
"5789",5789,0,"jellybean","tan"
"1720",1720,0,"placebo","blue"
"5330",5330,0,"placebo","grey"
"1574",1574,0,"placebo","blue"
"9179",9179,0,"jellybean","peach"
"5045",5045,0,"jellybean","grey"
"4882",4882,0,"placebo","yellow"
"8511",8511,0,"jellybean","black"
"6504",6504,0,"placebo","lilac"
"7598",7598,1,"placebo","beige"
"2089",2089,0,"jellybean","teal"
"981",981,0,"jellybean","brown"
"7833",7833,0,"jellybean","beige"
"947",947,0,"jellybean","brown"
"4548",4548,0,"placebo","yellow"
"7157",7157,0,"jellybean","mauve"
"2587",2587,1,"jellybean","salmon"
"5404",5404,1,"placebo","grey"
"6825",6825,0,"jellybean","lilac"
"4860",4860,0,"placebo","yellow"
"6701",6701,0,"jellybean","lilac"
"9650",9650,0,"placebo","orange"
"2835",2835,0,"jellybean","salmon"
"9908",9908,0,"placebo","orange"
"9015",9015,0,"jellybean","peach"
"4788",4788,0,"placebo","yellow"
"8928",8928,0,"placebo","black"
"6445",6445,0,"jellybean","cyan"
"9610",9610,0,"placebo","orange"
"2374",2374,0,"placebo","teal"
"9934",9934,0,"placebo","orange"
"1830",1830,0,"placebo","blue"
"4079",4079,0,"jellybean","magenta"
"2688",2688,1,"placebo","salmon"
"3573",3573,0,"jellybean","turquoise"
"3764",3764,1,"placebo","turquoise"
"9511",9511,0,"jellybean","orange"
"1645",1645,0,"jellybean","blue"
"8735",8735,0,"jellybean","black"
"2102",2102,0,"placebo","teal"
"1017",1017,0,"jellybean","pink"
"4119",4119,0,"jellybean","magenta"
"8411",8411,0,"jellybean","red"
"8249",8249,0,"jellybean","red"
"1300",1300,0,"placebo","pink"
"8378",8378,0,"placebo","red"
"8218",8218,0,"placebo","red"
"4328",4328,0,"placebo","magenta"
"2470",2470,0,"placebo","teal"
"6761",6761,0,"jellybean","lilac"
"9822",9822,1,"placebo","orange"
"3367",3367,1,"jellybean","green"
"5849",5849,1,"jellybean","tan"
"4816",4816,1,"placebo","yellow"
"5562",5562,1,"placebo","tan"
"1847",1847,0,"jellybean","blue"
"3525",3525,0,"jellybean","turquoise"
"9120",9120,1,"placebo","peach"
"6412",6412,0,"placebo","cyan"
"7607",7607,0,"jellybean","beige"
"9319",9319,0,"jellybean","peach"
"1468",1468,0,"placebo","pink"
"9587",9587,0,"jellybean","orange"
"410",410,0,"placebo","purple"
"3921",3921,0,"jellybean","turquoise"
"9876",9876,0,"placebo","orange"
"7997",7997,0,"jellybean","beige"
"9260",9260,1,"placebo","peach"
"5102",5102,0,"placebo","grey"
"6383",6383,0,"jellybean","cyan"
"504",504,0,"placebo","brown"
"5655",5655,0,"jellybean","tan"
"6592",6592,0,"placebo","lilac"
"6256",6256,0,"placebo","cyan"
"7932",7932,1,"placebo","beige"
"1214",1214,0,"placebo","pink"
"4100",4100,0,"placebo","magenta"
"520",520,1,"placebo","brown"
"7049",7049,0,"jellybean","mauve"
"7153",7153,0,"jellybean","mauve"
"5490",5490,0,"placebo","grey"
"6944",6944,0,"placebo","lilac"
"7744",7744,0,"placebo","beige"
"4162",4162,0,"placebo","magenta"
"4694",4694,0,"placebo","yellow"
"3313",3313,0,"jellybean","green"
"8879",8879,0,"jellybean","black"
"6343",6343,0,"jellybean","cyan"
"6202",6202,0,"placebo","cyan"
"8951",8951,0,"jellybean","black"
"167",167,0,"jellybean","purple"
"4898",4898,0,"placebo","yellow"
"5950",5950,1,"placebo","tan"
"8023",8023,1,"jellybean","red"
"9225",9225,0,"jellybean","peach"
"7673",7673,0,"jellybean","beige"
"4517",4517,0,"jellybean","yellow"
"4744",4744,0,"placebo","yellow"
"1189",1189,0,"jellybean","pink"
"1045",1045,0,"jellybean","pink"
"4594",4594,1,"placebo","yellow"
"2382",2382,0,"placebo","teal"
"1098",1098,0,"placebo","pink"
"7515",7515,0,"jellybean","beige"
"2534",2534,0,"placebo","salmon"
"5556",5556,0,"placebo","tan"
"3998",3998,0,"placebo","turquoise"
"1086",1086,0,"placebo","pink"
"2903",2903,0,"jellybean","salmon"
"4156",4156,0,"placebo","magenta"
"6420",6420,0,"placebo","cyan"
"1385",1385,1,"jellybean","pink"
"6458",6458,1,"placebo","cyan"
"8609",8609,0,"jellybean","black"
"9269",9269,0,"jellybean","peach"
"3211",3211,0,"jellybean","green"
"3742",3742,0,"placebo","turquoise"
"2904",2904,0,"placebo","salmon"
"6299",6299,0,"jellybean","cyan"
"4633",4633,0,"jellybean","yellow"
"5284",5284,0,"placebo","grey"
"4071",4071,0,"jellybean","magenta"
"7160",7160,0,"placebo","mauve"
"8657",8657,0,"jellybean","black"
"53",53,0,"jellybean","purple"
"9679",9679,0,"jellybean","orange"
"10000",10000,1,"placebo","orange"
"5524",5524,1,"placebo","tan"
"466",466,0,"placebo","purple"
"4602",4602,1,"placebo","yellow"
"838",838,0,"placebo","brown"
"7627",7627,0,"jellybean","beige"
"2639",2639,0,"jellybean","salmon"
"6080",6080,0,"placebo","cyan"
"2710",2710,0,"placebo","salmon"
"9968",9968,0,"placebo","orange"
"4890",4890,1,"placebo","yellow"
"7699",7699,0,"jellybean","beige"
"930",930,0,"placebo","brown"
"6497",6497,0,"jellybean","cyan"
"9320",9320,0,"placebo","peach"
"7824",7824,0,"placebo","beige"
"8771",8771,0,"jellybean","black"
"8201",8201,1,"jellybean","red"
"4867",4867,0,"jellybean","yellow"
"8697",8697,0,"jellybean","black"
"3304",3304,0,"placebo","green"
"7533",7533,0,"jellybean","beige"
"3631",3631,0,"jellybean","turquoise"
"7734",7734,0,"placebo","beige"
"2423",2423,0,"jellybean","teal"
"6716",6716,1,"placebo","lilac"
"2963",2963,0,"jellybean","salmon"
"8797",8797,0,"jellybean","black"
"4759",4759,0,"jellybean","yellow"
"8019",8019,1,"jellybean","red"
"8747",8747,1,"jellybean","black"
"3670",3670,0,"placebo","turquoise"
"9621",9621,0,"jellybean","orange"
"2484",2484,0,"placebo","teal"
"799",799,0,"jellybean","brown"
"664",664,0,"placebo","brown"
"1295",1295,0,"jellybean","pink"
"6434",6434,1,"placebo","cyan"
"2326",2326,0,"placebo","teal"
"8731",8731,0,"jellybean","black"
"8741",8741,0,"jellybean","black"
"7565",7565,0,"jellybean","beige"
"2682",2682,0,"placebo","salmon"
"5313",5313,0,"jellybean","grey"
"8440",8440,0,"placebo","red"
"8984",8984,0,"placebo","black"
"1834",1834,0,"placebo","blue"
"7779",7779,0,"jellybean","beige"
"7107",7107,0,"jellybean","mauve"
"7268",7268,0,"placebo","mauve"
"8150",8150,0,"placebo","red"
"4173",4173,0,"jellybean","magenta"
"9046",9046,0,"placebo","peach"
"1806",1806,0,"placebo","blue"
"4953",4953,0,"jellybean","yellow"
"4478",4478,0,"placebo","magenta"
"45",45,0,"jellybean","purple"
"1899",1899,0,"jellybean","blue"
"2905",2905,1,"jellybean","salmon"
"1537",1537,0,"jellybean","blue"
"4982",4982,0,"placebo","yellow"
"7261",7261,1,"jellybean","mauve"
"3112",3112,0,"placebo","green"
"9408",9408,0,"placebo","peach"
"4113",4113,0,"jellybean","magenta"
"5792",5792,0,"placebo","tan"
"3472",3472,0,"placebo","green"
"8518",8518,0,"placebo","black"
"9667",9667,0,"jellybean","orange"
"5040",5040,1,"placebo","grey"
"5733",5733,0,"jellybean","tan"
"5575",5575,0,"jellybean","tan"
"3663",3663,0,"jellybean","turquoise"
"4980",4980,0,"placebo","yellow"
"6649",6649,0,"jellybean","lilac"
"2434",2434,0,"placebo","teal"
"6206",6206,0,"placebo","cyan"
"467",467,0,"jellybean","purple"
"9452",9452,0,"placebo","peach"
"1364",1364,0,"placebo","pink"
"425",425,1,"jellybean","purple"
"5968",5968,1,"placebo","tan"
"8871",8871,0,"jellybean","black"
"3400",3400,0,"placebo","green"
"9018",9018,0,"placebo","peach"
"636",636,0,"placebo","brown"
"9883",9883,0,"jellybean","orange"
"7239",7239,0,"jellybean","mauve"
"9350",9350,0,"placebo","peach"
"966",966,0,"placebo","brown"
"2800",2800,1,"placebo","salmon"
"2413",2413,0,"jellybean","teal"
"577",577,0,"jellybean","brown"
"6079",6079,0,"jellybean","cyan"
"1024",1024,0,"placebo","pink"
"2758",2758,1,"placebo","salmon"
"7733",7733,0,"jellybean","beige"
"5246",5246,0,"placebo","grey"
"6219",6219,0,"jellybean","cyan"
"5838",5838,0,"placebo","tan"
