"","parole","anniparole","personeparole","personeparoleita","votoparole","votoparoleita"
"56870","football","1940","625","2","6.2","2.57713189778319"
"56871","squadra","1940","625","2","6.2","2.57713189778319"
"56872","ricco","2004","107840","56","7.3","2.57723362607132"
"56873","compagnia","2004","107840","56","7.3","2.57723362607132"
"56874","giovane","2004","26","2","7.2","2.57713189778319"
"56875","vita","2004","2440","4","5.3","2.5772230451804"
"56876","viaggi","2004","2440","4","5.3","2.5772230451804"
"56877","vita","2002","7321","2","6.9","2.57713189778319"
"56878","treno","2003","2423","1","6.9","2.57726007829859"
"56879","viaggi","2003","2423","1","6.9","2.57726007829859"
"56880","storia","1994","3861","2","7.6","2.57713189778319"
"56881","passato","1941","371","4","6.3","2.57723362607132"
"56882","felicità","2003","112","2","5.7","2.57713189778319"
"56883","amore","2003","112","2","5.7","2.57713189778319"
"56884","futuro","2003","112","2","5.7","2.57713189778319"
"56885","povero","1990","658","2","7","2.57713189778319"
"56886","passato","1994","23","2","6.4","2.57713189778319"
"56887","viaggi","2004","18824","20","6.2","2.57723362607132"
"56888","vita","1986","81","2","7.1","2.57713189778319"
"56889","giovane","1986","81","2","7.1","2.57713189778319"
"56890","vita","1977","404","2","7.3","2.57713189778319"
"56891","passato","1977","404","2","7.3","2.57713189778319"
"56892","ricco","1977","404","2","7.3","2.57713189778319"
"56893","azioni","1977","404","2","7.3","2.57713189778319"
"56894","morte","1969","5425","2","6.5","2.57713189778319"
"56895","vita","1999","6784","6","6.2","2.57721775473495"
"56896","danza","1999","6784","6","6.2","2.57721775473495"
"56897","innamorata","1939","2039","2","6.5","2.57713189778319"
"56898","amare","1990","534","8","6.6","2.57721246428949"
"56899","mare","1990","534","8","6.6","2.57721246428949"
"56900","vampiri","1971","216","2","4.1","2.57713189778319"
"56901","storia","1992","717","2","7.5","2.57713189778319"
"56902","vita","1983","6","1","7.7","2.57715426938948"
"56903","droga","1983","6","1","7.7","2.57715426938948"
"56904","danza","2000","62","2","5.8","2.57713189778319"
"56905","amore","1953","407","2","6.5","2.57713189778319"
"56906","storia","1953","407","2","6.5","2.57713189778319"
"56907","amore","2000","1532","2","6.4","2.57713189778319"
"56908","mafia","2000","1532","2","6.4","2.57713189778319"
"56909","storia","2000","1532","2","6.4","2.57713189778319"
"56910","viaggi","2000","1532","2","6.4","2.57713189778319"
"56911","danza","2000","1532","2","6.4","2.57713189778319"
"56912","azioni","2000","1532","2","6.4","2.57713189778319"
"56913","futuro","1999","191","2","5.5","2.57713189778319"
"56914","vita","1999","575","2","6.8","2.57713189778319"
"56915","uomini","1985","806","2","6","2.57713189778319"
"56916","barca","1954","12","2","6.2","2.57713189778319"
"56917","omicidio","1940","20251","2","7.8","2.57713189778319"
"56918","donne","2001","1116","2","7.2","2.57713189778319"
"56919","vita","2001","1116","2","7.2","2.57713189778319"
"56920","arma","1998","343","2","7.1","2.57713189778319"
"56921","danza","1990","112","2","5.7","2.57713189778319"
"56922","vita","2004","112","2","5.7","2.57713189778319"
"56923","morte","2002","395","2","5.8","2.57713189778319"
"56924","vita","1932","35","2","5.7","2.57713189778319"
"56925","azioni","1932","35","2","5.7","2.57713189778319"
"56926","vecchio","1932","35","2","5.7","2.57713189778319"
"56927","donne","2004","112","2","5.7","2.57713189778319"
"56928","vita","2004","7","5","7.1","2.57720717384404"
"56929","vecchio","2003","112","2","5.7","2.57713189778319"
"56930","vita","1993","112","2","5.7","2.57715426938948"
"56931","passato","1993","112","2","5.7","2.57715426938948"
"56932","giovane","1993","112","2","5.7","2.57715426938948"
"56933","storia","1919","3085","2","6.7","2.57713189778319"
"56934","banda","2004","955","7","5.6","2.57719130250767"
"56935","innamorata","2004","955","7","5.6","2.57719130250767"
"56936","vita","2004","955","7","5.6","2.57719130250767"
"56937","azioni","2004","955","7","5.6","2.57719130250767"
"56938","giovane","2004","955","7","5.6","2.57719130250767"
"56939","sconosciuto","2001","1540","7","6.2","2.57720188339858"
"56940","vita","2001","1540","7","6.2","2.57720188339858"
"56941","vita","1997","197","2","6.1","2.57713189778319"
"56942","innamorato","1997","158","2","6.9","2.57713189778319"
"56943","giovane","1997","158","2","6.9","2.57713189778319"
"56944","uomini","2003","11450","27","6.4","2.57714368849857"
"56945","donne","2003","11450","27","6.4","2.57714368849857"
"56946","gang","2003","11450","27","6.4","2.57714368849857"
"56947","spazio","2002","112","2","5.7","2.57713189778319"
"56948","vita","2002","112","2","5.7","2.57713189778319"
"56949","morte","2002","112","2","5.7","2.57713189778319"
"56950","vita","2004","472","3","5.6","2.57726007829859"
"56951","gang","2002","7649","2","5.9","2.57713189778319"
"56952","colpevole","2004","977","10","5.6","2.57720717384404"
"56953","giovane","2004","977","10","5.6","2.57720717384404"
"56954","guerra","2002","6060","1","7.5","2.57726007829859"
"56955","vita","2002","6060","1","7.5","2.57726007829859"
"56956","morte","2002","6060","1","7.5","2.57726007829859"
"56957","storia","2003","387","2","6.5","2.57713189778319"
"56958","danza","2004","1209","2","6.2","2.57713189778319"
"56959","felicità","2004","28","4","7","2.57723362607132"
"56960","delitto","2001","17","2","3","2.57713189778319"
"56961","paura","2001","17","2","3","2.57713189778319"
"56962","vita","2001","17","2","3","2.57713189778319"
"56963","squadra","2004","109","4","3.7","2.57711723627129"
"56964","omicidio","2004","109","4","3.7","2.57711723627129"
"56965","passato","2004","109","4","3.7","2.57711723627129"
"56966","amore","2004","112","2","5.7","2.57713189778319"
"56967","vita","2004","112","2","5.7","2.57713189778319"
"56968","potere","2004","112","2","5.7","2.57713189778319"
"56969","vita","1963","1863","2","7.6","2.57713189778319"
"56970","amore","2003","112","11","5.7","2.57718601206222"
"56971","vita","2003","112","11","5.7","2.57718601206222"
"56972","morte","2003","112","11","5.7","2.57718601206222"
"56973","innamorata","2003","19","1","6.2","2.57726007829859"
"56974","danza","2003","19","1","6.2","2.57726007829859"
"56975","ombra","2003","19","1","6.2","2.57726007829859"
"56976","tratto da","2003","19","1","6.2","2.57726007829859"
"56977","uomini","2004","30","2","8","2.57713189778319"
"56978","barca","2004","30","2","8","2.57713189778319"
"56979","passato","2004","30","2","8","2.57713189778319"
"56980","ricco","2004","30","2","8","2.57713189778319"
"56981","giovane","2004","30","2","8","2.57713189778319"
"56982","innamorato","2004","2878","7","6.5","2.57717014072585"
"56983","vita","2004","2878","7","6.5","2.57717014072585"
"56984","guerra","2002","3249","2","7.6","2.57713189778319"
"56985","gang","2000","4612","1","7.3","2.57726007829859"
"56986","uomini","2004","231","2","4.5","2.57713189778319"
"56987","felicità","2004","231","2","4.5","2.57713189778319"
"56988","vita","2004","231","2","4.5","2.57713189778319"
"56989","paura","2003","13","2","6","2.57713189778319"
"56990","morte","2003","13","2","6","2.57713189778319"
"56991","viaggi","2003","104","2","6.7","2.57713189778319"
"56992","giovane","2003","104","2","6.7","2.57713189778319"
"56993","storia","2003","83","2","6.7","2.57713189778319"
"56994","vita","2003","83","2","6.7","2.57713189778319"
"56995","malvagio","2004","112","54","5.7","2.5772230451804"
"56996","vita","1999","19","2","6.4","2.57713189778319"
"56997","delitto","1998","385171","1","8.5","2.57726007829859"
"56998","storia","1996","199","2","6.9","2.57713189778319"
"56999","vita","1999","26","2","6.2","2.57713189778319"
"57000","innamorato","1991","402","3","6.6","2.57719130250767"
"57001","vita","1991","402","3","6.6","2.57719130250767"
"57002","morte","1991","402","3","6.6","2.57719130250767"
"57003","guerra","1990","123","2","6.3","2.57713189778319"
"57004","vita","1990","123","2","6.3","2.57713189778319"
"57005","azioni","1990","123","2","6.3","2.57713189778319"
"57006","sport","1985","300635","2","7.5","2.57713189778319"
"57007","giovane","2004","3926","3","7.4","2.57719130250767"
"57008","innamorato","1993","3071","5","4.8","2.57709078404402"
"57009","barca","1993","3071","5","4.8","2.57709078404402"
"57010","mare","1993","3071","5","4.8","2.57709078404402"
"57011","viaggi","2004","112","2","5.7","2.57713189778319"
"57012","delitto","2005","18","2","7","2.57715426938948"
"57013","giovane","2005","18","2","7","2.57715426938948"
"57014","giovane","1999","800","2","6.8","2.57713189778319"
"57015","donne","2004","114753","22","5.5","2.57721246428949"
"57016","vita","2004","114753","22","5.5","2.57721246428949"
"57017","uomini","2002","112","2","5.7","2.57713189778319"
"57018","donne","2002","112","2","5.7","2.57713189778319"
"57019","vita","2002","112","2","5.7","2.57713189778319"
"57020","azioni","2002","112","2","5.7","2.57713189778319"
"57021","giovane","2003","26238","2","8.1","2.57713189778319"
"57022","viaggi","2004","566","2","7.3","2.57713189778319"
"57023","uomini","2003","112","2","5.7","2.57713189778319"
"57024","donne","2003","112","2","5.7","2.57713189778319"
"57025","mare","2003","112","2","5.7","2.57713189778319"
"57026","storia","2003","112","3","5.7","2.57726007829859"
"57027","universo","2003","112","3","5.7","2.57726007829859"
"57028","azioni","2003","112","3","5.7","2.57726007829859"
"57029","potere","2003","112","3","5.7","2.57726007829859"
"57030","famoso","2004","112","2","5.7","2.57713189778319"
"57031","futuro","2004","12","2","5.7","2.57713189778319"
"57032","mare","1999","5106","2","7.5","2.57713189778319"
"57033","futuro","2003","25096","5","7.9","2.57719659295313"
"57034","passato","2003","25096","5","7.9","2.57719659295313"
"57035","giovane","2003","25096","5","7.9","2.57719659295313"
"57036","spazio","2003","9","13","6.7","2.5771278171622"
"57037","luce","2003","9","13","6.7","2.5771278171622"
"57038","amore","2004","2430","2","7.3","2.57723362607132"
"57039","giovane","2004","72","2","6.4","2.57713189778319"
"57040","paura","2004","228","4","6.7","2.57715426938948"
"57041","vita","2004","228","4","6.7","2.57715426938948"
"57042","guerra","2004","175","2","5.6","2.57713189778319"
"57043","vita","2004","175","2","5.6","2.57713189778319"
"57044","viaggi","2004","175","2","5.6","2.57713189778319"
"57045","danza","2004","175","2","5.6","2.57713189778319"
"57046","giovane","1999","27","2","6.7","2.57713189778319"
"57047","amore","2001","112","2","5.7","2.57713189778319"
"57048","passato","2001","112","2","5.7","2.57713189778319"
"57049","vecchio","2001","112","2","5.7","2.57713189778319"
"57050","battaglia","1994","112","2","5.7","2.57713189778319"
"57051","vita","2004","22","2","6.5","2.57713189778319"
"57052","vita","1971","1107","1","7.7","2.57726007829859"
"57053","uomini","2005","112","1","5.7","2.57704846048037"
"57054","amore","2004","7","1","5.3","2.57726007829859"
"57055","vita","2004","7","1","5.3","2.57726007829859"
"57056","mare","1951","120","4","7.1","2.57711723627129"
"57057","azioni","2004","1420","2","4.7","2.57713189778319"
"57058","campagna","1995","112","2","5.7","2.57713189778319"
"57059","vita","2004","379","2","6.9","2.57713189778319"
"57060","vita","2004","112","2","5.7","2.57713189778319"
"57061","vita","2004","112","2","5.7","2.57713189778319"
"57062","famoso","1986","433","5","7.1","2.57718601206222"
"57063","vita","1986","433","5","7.1","2.57718601206222"
"57064","storia","2003","112","2","5.7","2.57713189778319"
"57065","storia","1922","9795","2","7.7","2.57713189778319"
"57066","vita","2004","112","2","5.7","2.57713189778319"
"57067","vita","2004","3572","1","6.1","2.57715426938948"
"57068","storia","2004","112","2","5.7","2.57713189778319"
"57069","vita","1995","112","2","5.7","2.57713189778319"
"57070","macchine","2004","1107","2","7.2","2.57713189778319"
"57071","vita","2004","12","2","6.1","2.57713189778319"
"57072","giovane","2004","12","2","6.1","2.57713189778319"
"57073","storia","2000","704","2","7.2","2.57713189778319"
"57074","viaggi","2004","6251","7","7.4","2.57720717384404"
"57075","vecchio","2004","6251","7","7.4","2.57720717384404"
"57076","danza","2004","1614","7","6.9","2.57720717384404"
"57077","azioni","2004","1614","7","6.9","2.57720717384404"
"57078","paura","2004","4451","4","6.1","2.57726007829859"
"57079","guerra","1991","435","2","6.4","2.57713189778319"
"57080","vecchio","1991","435","2","6.4","2.57713189778319"
"57081","azioni","2000","2060","2","6.4","2.57713189778319"
"57082","vita","1996","112","2","5.7","2.57713189778319"
"57083","sport","1993","88","2","6.4","2.57713189778319"
"57084","vita","2004","16","5","6.8","2.57712252671675"
"57085","morte","2004","16","5","6.8","2.57712252671675"
"57086","viaggi","2004","78","2","6.5","2.57713189778319"
"57087","morte","2004","6427","2","7.7","2.57713189778319"
"57088","danza","2004","6427","2","7.7","2.57713189778319"
"57089","mare","2004","667","2","5.6","2.57713189778319"
"57090","passato","2004","58","2","6.8","2.57713189778319"
"57091","giovane","2004","58","2","6.8","2.57713189778319"
"57092","storia","2004","742","2","7","2.57713189778319"
"57093","vita","2004","1063","2","6.6","2.57713189778319"
"57094","viaggi","2004","1063","2","6.6","2.57713189778319"
"57095","ruote","2004","1063","2","6.6","2.57713189778319"
"57096","donne","2004","67","2","6.5","2.57713189778319"
"57097","morte","2004","67","2","6.5","2.57713189778319"
"57098","guerra","2004","4188","1","6.2","2.57726007829859"
"57099","morte","2004","4188","1","6.2","2.57726007829859"
"57100","giovane","2004","124","2","6.6","2.57713189778319"
"57101","vita","2004","44033","13","8.1","2.57718072161676"
"57102","guerra","2004","592","2","7.3","2.57713189778319"
"57103","vita","2004","592","2","7.3","2.57713189778319"
"57104","amore","2004","1150","2","6.7","2.57713189778319"
"57105","amore","2004","68","2","8","2.57713189778319"
"57106","storia","2004","68","2","8","2.57713189778319"
"57107","giovane","2004","68","2","8","2.57713189778319"
"57108","guerra","2004","112","2","5.7","2.57713189778319"
"57109","ricco","2004","112","2","5.7","2.57713189778319"
"57110","luce","1997","112","2","5.7","2.57713189778319"
"57111","treno","1998","112","2","5.7","2.57713189778319"
"57112","innamorata","1994","476","2","5.5","2.57713189778319"
"57113","morte","1994","476","2","5.5","2.57713189778319"
"57114","droga","1994","476","2","5.5","2.57713189778319"
"57115","vita","1999","346","2","6.5","2.57713189778319"
"57116","campagna","1999","346","2","6.5","2.57713189778319"
"57117","battaglia","2004","794","2","5.9","2.57718072161676"
"57118","guerra","2004","794","2","5.9","2.57718072161676"
"57119","viaggi","2004","794","2","5.9","2.57718072161676"
"57120","felicità","2004","112","2","5.7","2.57713189778319"
"57121","amore","2004","112","2","5.7","2.57713189778319"
"57122","vita","2004","112","2","5.7","2.57713189778319"
"57123","battaglia","2004","52767","4","7.3","2.57726007829859"
"57124","banda","2004","52767","4","7.3","2.57726007829859"
"57125","vita","2004","52767","4","7.3","2.57726007829859"
"57126","amore","2004","112","1","5.7","2.57726007829859"
"57127","vita","2004","112","1","5.7","2.57726007829859"
"57128","vita","2004","112","2","5.7","2.57713189778319"
"57129","giovane","2004","2585","1","6.9","2.57720717384404"
"57130","campagna","2004","112","2","5.7","2.57713189778319"
"57131","giovane","2004","112","2","5.7","2.57713189778319"
"57132","passato","2004","497","9","7.2","2.57719130250767"
"57133","vita","2004","156","2","5.7","2.57726007829859"
"57134","viaggi","2004","156","2","5.7","2.57726007829859"
"57135","azioni","2004","156","2","5.7","2.57726007829859"
"57136","povero","1959","269","2","7.1","2.57713189778319"
"57137","felicità","2004","2050","1","7.7","2.57715426938948"
"57138","vita","2004","2050","1","7.7","2.57715426938948"
"57139","paura","2004","61951","6","7.7","2.57717014072585"
"57140","vita","2004","61951","6","7.7","2.57717014072585"
"57141","banda","2004","45049","2","7.7","2.57713189778319"
"57142","amore","2004","45049","2","7.7","2.57713189778319"
"57143","passato","2004","45049","2","7.7","2.57713189778319"
"57144","ombra","2004","45049","2","7.7","2.57713189778319"
"57145","famoso","2004","33","2","5.5","2.57713189778319"
"57146","azioni","2004","33","2","5.5","2.57713189778319"
"57147","giovane","2004","33","2","5.5","2.57713189778319"
"57148","giovane","2004","17","2","6.5","2.57713189778319"
"57149","innamorata","2004","260","2","6.5","2.57713189778319"
"57150","guerra","2004","260","2","6.5","2.57713189778319"
"57151","vita","2004","260","2","6.5","2.57713189778319"
"57152","vita","2004","276","2","6.4","2.57713189778319"
"57153","squadra","2004","59","2","6.3","2.57713189778319"
"57154","passato","2004","112","2","5.7","2.57718072161676"
"57155","campagna","2004","112","2","5.7","2.57718072161676"
"57156","treno","2000","15536","1","6.9","2.57704846048037"
"57157","battaglia","2004","492","2","4.2","2.57713189778319"
"57158","banda","2004","492","2","4.2","2.57713189778319"
"57159","gang","2004","492","2","4.2","2.57713189778319"
"57160","futuro","2004","492","2","4.2","2.57713189778319"
"57161","giovane","2004","492","2","4.2","2.57713189778319"
"57162","vita","2004","18121","2","8.2","2.57713189778319"
"57163","morti","2004","18121","2","8.2","2.57713189778319"
"57164","campagna","1992","5","2","6.6","2.57713189778319"
"57165","arma","1992","5","2","6.6","2.57713189778319"
"57166","storia","2004","669","2","6.7","2.57713189778319"
"57167","vita","2004","669","2","6.7","2.57713189778319"
"57168","viaggi","2004","669","2","6.7","2.57713189778319"
"57169","mare","2004","669","2","6.7","2.57713189778319"
"57170","amore","2004","3213","2","6.3","2.57713189778319"
"57171","viaggi","2004","3213","2","6.3","2.57713189778319"
"57172","vita","2004","76","1","5.1","2.57720717384404"
"57173","danza","2004","76","1","5.1","2.57720717384404"
"57174","azioni","2004","7524","2","7.4","2.57713189778319"
"57175","barca","1998","6946","2","7.5","2.57715426938948"
"57176","morte","1998","6946","2","7.5","2.57715426938948"
"57177","futuro","1998","6946","2","7.5","2.57715426938948"
"57178","amare","1998","190347","105","7.2","2.5772230451804"
"57179","impresa","1998","190347","105","7.2","2.5772230451804"
"57180","vita","1998","190347","105","7.2","2.5772230451804"
"57181","morte","1998","190347","105","7.2","2.5772230451804"
"57182","danza","1998","190347","105","7.2","2.5772230451804"
"57183","azienda","1998","190347","105","7.2","2.5772230451804"
"57184","giovane","1998","190347","105","7.2","2.5772230451804"
"57185","malattia","1998","157","2","6.4","2.57713189778319"
"57186","uomini","1998","157","2","6.4","2.57713189778319"
"57187","donne","1998","157","2","6.4","2.57713189778319"
"57188","vita","1998","157","2","6.4","2.57713189778319"
"57189","mare","1998","157","2","6.4","2.57713189778319"
"57190","azioni","1998","157","2","6.4","2.57713189778319"
"57191","azioni","1998","29395","10","7.7","2.57723362607132"
"57192","vecchio","1998","29395","10","7.7","2.57723362607132"
"57193","giovane","1998","29395","10","7.7","2.57723362607132"
"57194","colpevole","1998","53959","6","5.5","2.57723362607132"
"57195","innamorata","1998","53959","6","5.5","2.57723362607132"
"57196","morte","1998","53959","6","5.5","2.57723362607132"
"57197","giovane","1998","53959","6","5.5","2.57723362607132"
"57198","donne","2002","318","2","6.7","2.57713189778319"
"57199","ricco","2002","318","2","6.7","2.57713189778319"
"57200","uomini","2002","8643","2","5.2","2.57713189778319"
"57201","povero","2002","8643","2","5.2","2.57713189778319"
"57202","vita","2002","112","2","5.7","2.57713189778319"
"57203","giovane","2002","112","2","5.7","2.57713189778319"
"57204","famoso","1979","3454","1","6.8","2.57726007829859"
"57205","storia","1979","3454","1","6.8","2.57726007829859"
"57206","vita","1979","3454","1","6.8","2.57726007829859"
"57207","futuro","1979","3454","1","6.8","2.57726007829859"
"57208","giovane","1979","3454","1","6.8","2.57726007829859"
"57209","eroe","1979","3454","1","6.8","2.57726007829859"
"57210","malvagio","1979","3454","1","6.8","2.57726007829859"
"57211","treno","1999","8134","52","7.7","2.57721775473495"
"57212","arma","1999","8134","52","7.7","2.57721775473495"
"57213","treno","1998","112","2","5.7","2.57713189778319"
"57214","arma","1998","112","2","5.7","2.57713189778319"
"57215","azioni","1998","112","2","5.7","2.57713189778319"
"57216","amore","1998","2812","26","6.9","2.57721775473495"
"57217","paura","1998","2812","26","6.9","2.57721775473495"
"57218","banda","1985","12172","5","5.4","2.57716485028039"
"57219","giovane","1985","12172","5","5.4","2.57716485028039"
"57220","guerra","1998","15097","1","8","2.57720717384404"
"57221","ombra","1998","15097","1","8","2.57720717384404"
"57222","danza","1998","821","33","6.4","2.57719659295313"
"57223","arma","1998","821","33","6.4","2.57719659295313"
"57224","malattia","1997","6119","2","7","2.57718072161676"
"57225","amore","1969","112","1","5.7","2.57704846048037"
"57226","sport","1969","112","1","5.7","2.57704846048037"
"57227","malattia","1998","325","23","5.9","2.5772230451804"
"57228","amore","1998","325","23","5.9","2.5772230451804"
"57229","guerra","1999","1870","2","6.5","2.57713189778319"
"57230","passato","1999","1870","2","6.5","2.57713189778319"
"57231","danza","1999","1870","2","6.5","2.57713189778319"
"57232","mercato","1999","1870","2","6.5","2.57713189778319"
"57233","vecchio","1999","1870","2","6.5","2.57713189778319"
"57234","donne","1998","875","11","5.9","2.57719130250767"
"57235","amore","1998","875","11","5.9","2.57719130250767"
"57236","amare","1998","875","11","5.9","2.57719130250767"
"57237","vita","1998","875","11","5.9","2.57719130250767"
"57238","morte","1998","875","11","5.9","2.57719130250767"
"57239","mare","1998","875","11","5.9","2.57719130250767"
"57240","ricco","1998","875","11","5.9","2.57719130250767"
"57241","azioni","1998","875","11","5.9","2.57719130250767"
"57242","azienda","1998","875","11","5.9","2.57719130250767"
"57243","giovane","1998","875","11","5.9","2.57719130250767"
"57244","barca","1998","107","6","6.3","2.57720717384404"
"57245","mare","1998","107","6","6.3","2.57720717384404"
"57246","giovane","1998","107","6","6.3","2.57720717384404"
"57247","vita","1998","4562","1","6.7","2.57704846048037"
"57248","morte","1998","4562","1","6.7","2.57704846048037"
"57249","vita","1998","5","2","8.2","2.57718072161676"
"57250","banca","1998","5","2","8.2","2.57718072161676"
"57251","giovane","1998","5","2","8.2","2.57718072161676"
"57252","vita","1999","112","2","5.7","2.57713189778319"
"57253","omicidio","1998","119810","15","7.3","2.57718601206222"
"57254","innamorato","1998","3889","1","4.9","2.57726007829859"
"57255","guerra","1998","3889","1","4.9","2.57726007829859"
"57256","mercato","1998","3889","1","4.9","2.57726007829859"
"57257","giovane","1998","3889","1","4.9","2.57726007829859"
"57258","vita","1998","241538","18","7.2","2.5772230451804"
"57259","malattia","1999","111","46","6.3","2.57726007829859"
"57260","vita","1999","111","46","6.3","2.57726007829859"
"57261","malattia","1998","493","3","6.7","2.57715426938948"
"57262","azioni","1988","970","1","5.1","2.57720717384404"
"57263","malattia","1998","112","2","5.7","2.5771278171622"
"57264","vita","1998","112","2","5.7","2.5771278171622"
"57265","gang","1992","592","2","5.3","2.57713189778319"
"57266","banda","1972","112","2","5.7","2.57713189778319"
"57267","droga","1972","112","2","5.7","2.57713189778319"
"57268","squadra","1986","27222","1","6.7","2.57726007829859"
"57269","sport","1986","27222","1","6.7","2.57726007829859"
"57270","amore","1977","430","1","6.9","2.57726007829859"
"57271","innamorata","1977","430","1","6.9","2.57726007829859"
"57272","uomini","1971","858","1","5.6","2.57726007829859"
"57273","guerra","1971","858","1","5.6","2.57726007829859"
"57274","vita","1971","858","1","5.6","2.57726007829859"
"57275","viaggi","1971","858","1","5.6","2.57726007829859"
"57276","danza","1971","858","1","5.6","2.57726007829859"
"57277","arma","1971","858","1","5.6","2.57726007829859"
"57278","azienda","1971","858","1","5.6","2.57726007829859"
"57279","gang","1993","463","2","5.3","2.57713189778319"
"57280","droga","1998","7782","2","6.5","2.57713189778319"
"57281","vita","1986","15282","1","7.1","2.57726007829859"
"57282","danza","1986","15282","1","7.1","2.57726007829859"
"57283","morte","1967","16","1","5.8","2.57726007829859"
"57284","viaggi","1967","16","1","5.8","2.57726007829859"
"57285","compagnia","1967","16","1","5.8","2.57726007829859"
"57286","delitto","1967","112","2","5.7","2.57713189778319"
"57287","giovane","1967","112","2","5.7","2.57713189778319"
"57288","droga","1987","2817","2","4.6","2.5771278171622"
"57289","vita","1998","23518","3","6.8","2.57726007829859"
"57290","morte","1998","23518","3","6.8","2.57726007829859"
"57291","mare","1998","23518","3","6.8","2.57726007829859"
"57292","campagna","1998","23518","3","6.8","2.57726007829859"
"57293","azioni","1998","23518","3","6.8","2.57726007829859"
"57294","buono","1998","23518","3","6.8","2.57726007829859"
"57295","banca","1998","112","8","5.7","2.57720717384404"
"57296","omicidio","1998","671","12","6.9","2.57719659295313"
"57297","giovane","1998","671","12","6.9","2.57719659295313"
"57298","barca","1991","232","4","6.5","2.5772230451804"
"57299","vita","1991","232","4","6.5","2.5772230451804"
"57300","morte","1991","232","4","6.5","2.5772230451804"
"57301","mare","1991","232","4","6.5","2.5772230451804"
"57302","campagna","1991","232","4","6.5","2.5772230451804"
"57303","azioni","1991","232","4","6.5","2.5772230451804"
"57304","giovane","1991","232","4","6.5","2.5772230451804"
"57305","ruote","1991","232","4","6.5","2.5772230451804"
"57306","famoso","1966","184","2","6.1","2.57718072161676"
"57307","giovane","1966","184","2","6.1","2.57713189778319"
"57308","amore","1998","1791","5","6.2","2.5771754311713"
"57309","morte","1998","1791","5","6.2","2.5771754311713"
"57310","giovane","1998","1791","5","6.2","2.5771754311713"
"57311","amore","1998","267","2","6","2.57713189778319"
"57312","storia","1998","267","2","6","2.57713189778319"
"57313","vita","1997","112","2","5.7","2.57713189778319"
"57314","sport","1997","112","2","5.7","2.57713189778319"
"57315","giovane","1997","112","2","5.7","2.57713189778319"
"57316","uomini","1998","174389","13","7.7","2.57720188339858"
"57317","vita","1998","174389","13","7.7","2.57720188339858"
"57318","omicidio","1998","174389","13","7.7","2.57720188339858"
"57319","vita","1998","44","5","5.6","2.57723891651677"
"57320","vecchio","1998","44","5","5.6","2.57723891651677"
"57321","vita","1998","919","2","7.5","2.57713189778319"
"57322","giovane","1998","919","2","7.5","2.57713189778319"
"57323","donne","1992","112","2","5.7","2.57713189778319"
"57324","azioni","1992","112","2","5.7","2.57713189778319"
"57325","vita","1998","71762","27","6.5","2.57720188339858"
"57326","azioni","1998","71762","27","6.5","2.57720188339858"
"57327","giovane","1998","71762","27","6.5","2.57720188339858"
"57328","vita","1998","3182","2","6.3","2.57720717384404"
"57329","azioni","1998","3182","2","6.3","2.57720717384404"
"57330","giovane","1998","3182","2","6.3","2.57720717384404"
"57331","amore","1998","10954","7","7.2","2.57725478785314"
"57332","innamorato","1998","10954","7","7.2","2.57725478785314"
"57333","azioni","1998","10954","7","7.2","2.57725478785314"
"57334","donne","1997","58692","15","7.8","2.5772230451804"
"57335","ricco","1997","58692","15","7.8","2.5772230451804"
"57336","giovane","1997","58692","15","7.8","2.5772230451804"
"57337","amore","1998","16787","6","7.8","2.57721775473495"
"57338","storia","1998","16787","6","7.8","2.57721775473495"
"57339","viaggi","1998","16787","6","7.8","2.57721775473495"
"57340","paura","1998","1961","1","7.2","2.57720717384404"
"57341","vita","1998","1961","1","7.2","2.57720717384404"
"57342","giovane","1998","1961","1","7.2","2.57720717384404"
"57343","storia","1998","32514","21","6.7","2.57720717384404"
"57344","vita","1998","32514","21","6.7","2.57720717384404"
"57345","passato","1998","32514","21","6.7","2.57720717384404"
"57346","uomini","1968","112","2","5.7","2.57713189778319"
"57347","vita","1968","112","2","5.7","2.57713189778319"
"57348","sport","1968","112","2","5.7","2.57713189778319"
"57349","vita","1973","46","1","5","2.57726007829859"
"57350","viaggi","1973","46","1","5","2.57726007829859"
"57351","giovane","1973","46","1","5","2.57726007829859"
"57352","battaglia","1967","29","1","6.3","2.57715426938948"
"57353","banda","1967","29","1","6.3","2.57715426938948"
"57354","innamorata","1967","29","1","6.3","2.57715426938948"
"57355","vita","1967","29","1","6.3","2.57715426938948"
"57356","vita","1998","812","2","6.1","2.57726007829859"
"57357","giovane","1998","812","2","6.1","2.57726007829859"
"57358","mare","1998","78448","4","7","2.57719659295313"
"57359","sport","1998","78448","4","7","2.57719659295313"
"57360","sparare","1998","78448","4","7","2.57719659295313"
"57361","ombra","1998","78448","4","7","2.57719659295313"
"57362","mafia","1994","1029","2","5.8","2.57713189778319"
"57363","mare","1994","1029","2","5.8","2.57713189778319"
"57364","sconosciuto","2004","17440","8","7","2.57720717384404"
"57365","vita","2004","17440","8","7","2.57720717384404"
"57366","morte","2004","17440","8","7","2.57720717384404"
"57367","ricco","2004","17440","8","7","2.57720717384404"
"57368","giovane","2004","17440","8","7","2.57720717384404"
"57369","vittoria","2004","15378","5","6.9","2.57715426938948"
"57370","giovane","2004","15378","5","6.9","2.57715426938948"
"57371","innamorata","2004","112","2","5.7","2.57713189778319"
